Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_Verrucomicrobia
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium,Sorangiineae_bacterium
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Plantibacter,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,metagenome
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,uncultured_bacterium
Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,uncultured_bacterium
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured,uncultured_bacterium
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured,uncultured_bacterium
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,NA
Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured,NA
Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured,uncultured_bacterium
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,metagenome
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiales,Frankiales,uncultured_bacterium
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,NA
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,metagenome
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,uncultured_Aciditerrimonas
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,uncultured_actinobacterium
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Bracteacoccus_minor
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,uncultured_Acidobacteria
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,uncultured_Acidobacteria
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,NA
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,uncultured_bacterium
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_bacterium
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,NA
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa,NA
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,uncultured_bacterium
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV008,metagenome
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,NA
Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,uncultured_bacterium
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,uncultured_bacterium
Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,uncultured_bacterium
Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome
Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15,uncultured_bacterium
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,Pla1_lineage,Pla1_lineage,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,metagenome
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,CCM11a,NA
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_soil
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_planctomycete
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,NA
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,NA
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22,NA
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured_bacterium
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
Bacteria,NA,NA,NA,NA,NA,NA
Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j,uncultured_bacterium
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,Sorangium_cellulosum
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,uncultured_bacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b,NA
Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,uncultured_bacterium
Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,NA
Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,NA
Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,NA
Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,BD2-11_terrestrial_group,NA
Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085,NA
Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,NA
Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halocella,uncultured_bacterium
Bacteria,Acidobacteriota,Subgroup_25,Subgroup_25,Subgroup_25,Subgroup_25,uncultured_bacterium
Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,uncultured_bacterium
Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,uncultured_bacterium
Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae,NA
